"","GeneID","X1PBSPzneg","X1PBSPzpos","X2PBSPzneg","X2PBSPzpos","X3PBSPzneg","X3PBSPzpos","X4LPSPzneg","X4LPSPzpos","X5LPSPzneg","X5LPSPzpos","X6LPSPzneg","X6LPSPzpos","genesymbol"
"14","ENSMUSG00000000171",4.89718049267394,4.6434167163162,4.55320443055665,4.7522356337237,4.88281576558368,4.11866920635468,5.12129335916732,5.1224545898484,4.86090673384135,5.1548674101632,4.59348758500485,4.86617859230885,"Sdhd"
"15","ENSMUSG00000000184",-0.950100613796418,3.8976736363079,2.86554175613252,2.92528867271983,3.0934722515104,3.08142216308591,4.36145406067853,4.64209949501157,4.51340873235727,4.262658434438,3.82847357318674,4.22091153489241,"Ccnd2"
"16","ENSMUSG00000000194",7.41559692192009,7.34614941157765,7.335046839131,7.37625489332331,7.35863065182159,7.28088310854599,7.65962300113341,7.54849778724016,7.58620573917542,7.4681842108536,7.5634463414098,7.53555590331939,"Gpr107"
"17","ENSMUSG00000000202",0.588319300987707,1.99627522433515,1.11136687193409,1.09150562538458,1.65800474344459,0.714406178670015,-1.28409841975709,-2.1201902555145,0.0519912977961253,-2.40125540767797,-0.46136089199077,-2.41260271066086,"Btbd17"
"18","ENSMUSG00000000204",-5.34241803657518,-1.34370559879771,-3.53248931784063,-2.14796030931081,-5.56116377701757,-1.34639710039219,-1.67112154286634,4.68536016969636,-0.744475308118742,4.19960900188862,0.321718537882842,3.3989417151856,"Slfn4"
"19","ENSMUSG00000000244",3.28329080648929,3.67294486621649,2.98583598985023,3.35807172218862,3.57069318359122,3.04546528530951,4.19639481440803,4.3555431754519,4.3182099600972,4.42910133974125,4.23240482022701,4.22505721314996,"Tspan32"
"20","ENSMUSG00000000253",4.71692642424925,4.56495007005138,4.36434761310396,4.52603574053591,4.7437578925641,4.34260577323177,4.0357065032373,3.57716348275285,3.58124436593099,3.61220685212859,3.6662723877351,3.99193066182754,"Gmpr"
"21","ENSMUSG00000000275",5.69031649201153,6.02632764175041,5.94391937409802,6.13589974474303,5.80023175614832,5.8132737831926,6.56249813389336,6.69679336774088,6.66446890405165,6.60268407801008,6.53908987978009,6.56590347304114,"Trim25"
"22","ENSMUSG00000000276",3.00187787134064,2.75696501256516,2.80736068504399,2.95357771715125,2.82685350832756,2.9416973994193,2.55325124259835,2.3172150567928,2.28372158371191,2.09699545984985,1.99281500119503,2.58094226720184,"Dgke"
"23","ENSMUSG00000000278",5.92612396372494,6.22120161496431,5.98911112188309,5.88607439248634,5.91203460665996,5.76572303223721,5.88051278178875,5.78469520420364,5.78485249362959,5.71040193858516,5.21783767857615,5.77792749511065,"Scpep1"
"24","ENSMUSG00000000282",6.93806277374319,6.98572487637584,6.74944070911481,6.92677583401107,6.74004659428086,6.84858799502782,5.73238216888413,5.66480803507351,5.7683171259033,5.83619358796135,5.72688176427364,5.80448949132218,"Mnt"
"25","ENSMUSG00000000290",8.71903754148757,8.85612378611949,8.4572599576215,8.47703817146404,8.75829666539616,8.52227216915228,9.69851774405048,9.60304404537888,9.56392360352076,9.4507278184705,9.46362971112032,9.62018100546242,"Itgb2"
"26","ENSMUSG00000000295",1.55239972673276,1.71670114235143,1.22239818432283,1.50229365166206,0.667654913478311,0.57001626933484,2.06306696662929,2.00450549193482,1.92646041571227,1.42656361693935,1.68919878458461,1.28783700748023,"Hddc2"
"27","ENSMUSG00000000318",-2.17249303513287,2.33135913665654,-5.11745181856179,1.36440706067771,-5.56116377701757,0.667863592732984,-3.04963316612007,-0.646259067182087,-4.99240282156233,-0.330866079786576,-3.52025458104434,-0.0105042670895121,"Clec10a"
"28","ENSMUSG00000000325",6.41871761325347,6.10815415824939,6.20841576201363,6.13898242762722,6.25621965087966,6.37872647100446,4.8775521917063,4.63321222846238,4.68883559021548,4.56452887698411,4.93781020182905,4.95621551638903,"Arvcf"
"29","ENSMUSG00000000326",7.12798664049046,6.97912106214046,6.85803793838396,6.73909102542509,7.18765801759713,6.64439250370116,7.05444135232193,6.65203266343804,6.73168464023166,6.6305147064827,6.48770707386214,6.89541120510176,"Comt"
"30","ENSMUSG00000000339",2.86215310767402,2.35218541865175,2.86554175613252,2.61875262824945,2.79198304848051,2.62586950406836,3.50802198860535,3.07182851677843,2.55449163832531,3.16555974633292,2.79564972621525,3.08838139742095,"Rtca"
"31","ENSMUSG00000000340",3.95907815840737,4.16370637028891,3.87972766237583,4.08085838118507,4.0067922983979,3.62282262850949,3.92535494587186,3.93629693583197,3.68355421137942,3.82756328281791,3.89759793384156,3.78285738288859,"Dbt"
"32","ENSMUSG00000000346",6.99853360431027,7.32971378953934,7.16761511970797,7.31082905780231,7.22068768054669,6.93271992540969,6.94768182579554,7.06984838605991,6.85973650662492,6.97119179788888,6.59773476023143,6.95645864675068,"Dazap2"
"33","ENSMUSG00000000355",2.45848186334513,3.29560189028538,3.02720642427009,2.94420953461705,3.2748865780405,3.34815105247745,3.67009789062978,3.66698678460547,3.58124436593099,3.78064223543041,3.39063794512168,3.67788782328705,"Mcts1"
"34","ENSMUSG00000000365",0.490471977589563,1.96606061128815,1.7027271438534,1.36861521643009,1.63850856781879,1.50531057994702,1.59422302365466,2.076206957289,2.24600191776275,1.42656361693935,1.88346760500667,1.74582665194362,"Rnf17"
"35","ENSMUSG00000000374",6.76316314470226,6.52438008350998,6.49034082335742,6.46797579500648,6.58953551172697,6.7054330496009,6.67658499321213,6.60583863585536,6.64195447957565,6.499007635891,6.56411092263041,6.64229226813305,"Trappc10"
"36","ENSMUSG00000000378",5.20736663137268,5.32788837265242,5.49449512325819,5.53308284022931,5.40534167488817,5.41572639426956,4.66872846001829,4.65679101749959,4.70282546993342,4.85235574426919,4.71655690020507,4.72108997362212,"Ccm2"
"37","ENSMUSG00000000384",4.11906141071098,3.93324874121322,4.16099763965869,4.25765393608141,4.2251058506309,4.15708643301799,5.04523626659863,5.01936109688429,4.79059538735809,4.95100876558035,4.79413984115762,5.00283727014965,"Tbrg4"
"38","ENSMUSG00000000386",-0.950100613796418,1.72448337118959,1.03229530094289,1.90128320970904,0.692825489213217,1.30698186350105,4.64830741649704,4.80258903702295,4.42671466056015,5.2814021567787,4.31680562271426,4.67800879893098,"Mx1"
"39","ENSMUSG00000000399",4.73839949103315,5.24380925760696,5.09321952522383,4.90007238711099,5.15736909905165,4.84956576195165,5.49648959273773,5.28636908984004,5.2567106311514,5.21786410377524,4.956829055955,5.11877874985545,"Ndufa9"
"40","ENSMUSG00000000420",7.70453541473155,7.68183198318523,7.56092824654733,7.66421699620363,7.55793946004499,7.47627396515655,7.75013412954914,7.69768167208573,7.77722843582191,7.50593571809326,7.54111661161547,7.55914610686583,"Galnt1"
"41","ENSMUSG00000000439",4.7647990390162,4.71556650207203,4.57777647293396,4.76026549698153,4.68320005810294,4.75532643398332,4.71191806632441,4.38407701118887,4.43176346725577,4.23391853899695,4.52595997393848,4.50966311083458,"Mkrn2"
"42","ENSMUSG00000000441",5.98457313832564,6.17406911446194,6.08773050766685,6.03691503359747,6.17227530588186,6.21235303291236,6.05522763358813,6.17901776287278,5.92272962738832,6.11838084516524,5.9895204232826,6.14143790044743,"Raf1"
"43","ENSMUSG00000000489",8.36137741718263,8.19935057265888,8.22476177717022,8.22309026805613,8.33601991394333,8.15115076504825,7.98282588126648,7.768722075721,7.71258150333065,7.55381323673178,7.87367209459608,7.83854151546627,"Pdgfb"
"44","ENSMUSG00000000530",5.16636712548933,5.07889310745252,4.58472086680376,4.80494268405454,4.59491929927111,4.53640787669202,5.39745006008958,5.38672334951734,5.16368025472635,5.01659710720792,5.03816613222433,5.29080653519943,"Acvrl1"
"45","ENSMUSG00000000532",6.06962247797647,5.94829970937786,5.57167258635147,5.68141007627029,5.75228616394549,5.51602473117847,5.97550639615844,5.97725667430846,6.07301331311422,5.86271794712543,5.94395079060668,5.9655372914924,"Acvr1b"
"46","ENSMUSG00000000538",4.82374504607093,4.70645711085463,4.992378835717,5.09256604075087,5.08359381549869,5.38008047865043,4.52174026985313,4.53484348357171,4.58691311601769,4.73829594472082,4.72291940242861,4.74726862611753,"Tom1l2"
"47","ENSMUSG00000000552",6.86184741956166,6.87116900155466,6.64783428016189,6.69927107562999,6.79115557782927,6.54004645375537,6.38541196515802,6.1523099363748,6.04033170702439,6.21713009458063,5.91228731934392,6.2962348451609,"Zfp385a"
"48","ENSMUSG00000000555",5.16041376749157,5.11376356729957,4.92009513540039,4.9024930169421,4.95355027712092,5.33424768395967,6.63441409549295,6.75871215640708,6.48788249937404,6.45983149831742,6.44697167779166,6.6188523529901,"Itga5"
"49","ENSMUSG00000000561",5.33442056989897,5.172002511844,5.32565749477357,5.30092229242172,5.38022134819,5.3397694524244,5.61673998144553,5.62088716561521,5.38926990145038,5.21083164851753,5.67110079368561,5.29404623952262,"Wdr77"
"50","ENSMUSG00000000562",7.43627514664866,7.36797852616741,7.23607548412259,7.12583528990345,7.29662287648637,6.91689231229346,7.87962820188831,7.46724141418429,7.70834031615073,7.31470658257717,7.34005647387514,7.30603779781856,"Adora3"
"51","ENSMUSG00000000563",5.82764471562957,6.07838123492926,5.96621365095996,6.00303931133459,6.08946616927075,5.84716579134608,6.44837031545168,6.44817126350672,6.17983714954264,6.30817309369037,5.99688985664581,6.13700045750178,"Atp5f1"
"52","ENSMUSG00000000568",6.22220782622019,6.22758346685673,6.33941591981855,6.00122226507186,6.08943924519774,6.32911602278522,6.61534736369026,6.6796309938577,6.64013805498456,6.5359712663015,6.73280497653905,6.53116795064881,"Hnrnpd"
"53","ENSMUSG00000000579",4.02044631256568,3.41398260124969,3.7768809237159,3.71548262503723,3.86958146568861,4.22263358762988,2.96516843623129,3.26830545631185,3.22579712213241,2.97697874754126,4.1710469324027,3.61666084920897,"Dynlt1c"
"54","ENSMUSG00000000581",4.02171661843287,4.00558897547478,4.19316096309774,4.14768109405627,3.91254197260185,3.93925007900056,4.00564926938112,3.99759712259264,3.66937527620966,3.71560835001292,4.21896346485325,3.8648507550859,"C1d"
"55","ENSMUSG00000000594",7.13255534781597,7.69858250913301,6.9563550286167,7.12635312732498,7.40191291528103,6.81227109923642,7.83316270301215,7.76906018095829,7.75222081778126,7.60689305223212,7.33902135631261,7.78338458736765,"Gm2a"
"56","ENSMUSG00000000600",6.2420747604007,6.11505495486086,6.69512662557359,6.42231707801477,6.34008025544981,6.7374784326504,6.08633257630727,6.13037135586896,6.25730323540738,6.31779109625197,6.69608710428353,6.23588327640794,"Krit1"
"57","ENSMUSG00000000605",7.5024838394446,7.54927275107659,7.43016573634101,7.34456054682754,7.48817429473436,7.4146256884552,7.28374584050305,7.01850818817433,7.3019307381095,7.02542867417164,7.14596942175884,7.03595611661933,"Clcn4"
"58","ENSMUSG00000000628",8.88887815752694,8.83250549408738,8.78690055815957,8.94413610567998,8.68698617431019,8.81502680501157,9.14543139760075,9.04813364629471,9.15774111149957,8.89187133259393,9.01542580808323,8.8270810515095,"Hk2"
"59","ENSMUSG00000000631",7.57998053564414,7.30487361962034,7.20588447071838,7.3216815079287,7.21835040212593,7.36579961923841,6.99830867762744,7.06385856486136,7.10858796253043,7.34928410567652,7.14063268925823,7.34156899141802,"Myo18a"
"60","ENSMUSG00000000673",1.52794668300823,2.80042296824893,1.72803823238258,2.09996720413277,1.65800474344459,1.95629477563226,0.736963195770737,1.18561817400959,1.11612163521584,1.81597530854269,0.825520255797392,1.43825385003333,"Haao"
"61","ENSMUSG00000000682",3.76349047199598,5.24852395147901,4.17486981424025,4.30599617926033,4.42040350488544,4.21488452161399,6.37788920456248,6.69038137922665,5.92720541704093,6.37944838628963,5.11757782110262,6.20892591929173,"Cd52"
"62","ENSMUSG00000000686",7.11316605100343,6.9276251452544,6.84508274494948,6.88270682693613,6.89493390794663,6.82955307095035,7.18948796569224,6.93719984294868,7.16019892245687,6.96375466910505,6.8457032702646,7.01036308294265,"Abhd15"
"63","ENSMUSG00000000693",3.80478688836705,3.80256187900527,3.68020970729197,3.96056414746736,3.84610398722716,3.54125727635342,3.33234231243723,3.39988271446263,3.29761602537029,3.51043617419437,3.28280020357964,3.67788782328705,"Loxl3"
"64","ENSMUSG00000000708",4.82374504607093,4.87447706112762,5.18974899057902,5.11361229350493,5.12446106270878,5.12404495149044,5.27676036553759,5.40596552154893,5.36624837933056,5.42017419935027,5.30098792365336,5.46564968783606,"Kat2b"
"65","ENSMUSG00000000711",7.17557114959617,7.35294088345358,7.09712230155248,7.15907348521229,7.21377149706322,7.07776640697584,6.71816727129172,6.68753674228007,6.59342353469511,6.37264863683861,6.70660712947648,6.49767595434856,"Rab5b"
"66","ENSMUSG00000000732",6.82969689595796,6.94854118482255,6.555415457872,6.59911373832968,6.74859676771205,6.6140268462104,7.31165269392699,6.9716858502385,6.93648561783531,6.97595512271058,7.03912250948235,7.15481018137436,"Icosl"
"67","ENSMUSG00000000738",4.8060585456031,4.33603293903546,4.28981594568294,4.2037151289706,4.47912594400815,4.57159730515432,4.80710358999904,4.68286452910948,4.86713196482032,4.66267889807612,4.54044135064322,4.67030664430265,"Spg7"
"68","ENSMUSG00000000740",6.34207638067366,6.82284083511033,6.42951978873053,6.681311402986,6.82805346063347,6.25523842171343,7.33353973661595,7.23179429858588,6.64825786910856,7.229033562408,6.56705797164491,7.24347989014928,"Rpl13"
"69","ENSMUSG00000000743",5.39313798733636,5.66874160550872,5.36938320300126,5.50468552019704,5.52414933290827,5.10890289950802,5.38549533143124,5.28799321491197,5.42439470604373,5.33886263515515,5.12869014674234,5.33551344878182,"Chmp1a"
"70","ENSMUSG00000000751",4.40745139082166,4.74478095131877,4.65238602506765,4.60841068402799,4.73230787182056,4.62739053219121,5.10112957823535,5.10755937599146,4.87950241609686,5.13945385499346,4.5113317620135,5.15181901161946,"Rpa1"
"71","ENSMUSG00000000753",5.323805966228,5.23907910569456,4.96336570904654,4.98017725696589,5.49479645743472,4.78015353876465,4.5338257440107,4.18764300948708,4.28604663665815,4.1316848806949,4.13557425039646,4.31726076782013,"Serpinf1"
"72","ENSMUSG00000000759",5.52254187856742,5.5930250216641,5.70192897230281,5.75558684322334,5.52696191517064,5.76295792350212,5.55991497287936,5.5467241027919,5.57460254868471,5.59987125777631,5.72053675111762,5.6480932210267,"Tubgcp3"
"73","ENSMUSG00000000776",3.31936006119681,3.07270317133332,3.02720642427009,3.05280209605409,3.41325081278796,2.9707459319298,3.59133474432983,3.36452077157116,3.12133934448686,3.22518372901934,3.61929677135446,3.42028730350388,"Polr3d"
"74","ENSMUSG00000000787",8.31969397973571,8.54184994480383,8.4971430102035,8.53610643909608,8.332611747684,8.35837686350776,8.05902196363866,8.05237615411226,8.11301466821429,7.82684175490045,7.99462381723523,7.88218212069224,"Ddx3x"
"75","ENSMUSG00000000804",5.80542285709716,5.78914136324294,5.65815846219775,5.71897513591992,5.6586097738753,5.88750822398795,5.2199610855633,5.2844782703808,5.43909478269572,5.28944103629972,5.20879962213586,5.36969351379632,"Usp32"
"76","ENSMUSG00000000811",2.0063101176559,1.90366407415028,1.54075966419,2.3331663804258,1.53686830594296,2.40246217235527,0.51108178835441,1.24904355415122,1.7757815032146,0.831405349112301,1.04453003773919,1.43825385003333,"Txnrd3"
"77","ENSMUSG00000000823",4.52331523427658,4.9263997183219,4.58818056879962,4.83313122813912,4.69740225687236,5.02829695449196,4.33407112635398,4.47309710985759,4.40205987304799,4.75052224705408,4.89055006911231,5.03625105580892,"Zfp512b"
"78","ENSMUSG00000000826",7.16958163286627,7.13195128737329,7.20024342720337,7.030566226654,7.22244838823847,7.19116845264018,7.13846109780633,7.10622193727429,7.09936311695447,6.95937223851497,7.00167296332672,7.108436805634,"Dnajc5"
"79","ENSMUSG00000000827",4.90432256191796,4.94394622564917,5.34300407774785,5.10102142050477,5.24860435169284,5.17903295971234,5.2218298617843,5.22064891096108,5.21826852222329,5.00303465676686,5.07730142249672,5.11207891564319,"Tpd52l2"
"80","ENSMUSG00000000838",5.37782622171239,5.34999342779063,5.36767307375628,5.45683587085809,5.41053783247265,5.45836218574184,5.42780131756066,5.42447371864234,5.39179812173184,5.48456296431194,5.48184781659768,5.29786920330822,"Fmr1"
"81","ENSMUSG00000000861",2.72904432598145,3.59117026026757,2.78341498941896,3.07871947042873,2.45564451066898,3.36283509823456,2.19068116321364,0.938703433539069,1.92646041571227,1.10970651159941,1.4025775584332,1.00886105777742,"Bcl11a"
"82","ENSMUSG00000000876",4.00852114497125,3.93324874121322,3.89656865175314,4.05932521963543,4.14792003553277,4.21892568683585,3.41307358455009,3.16521196334775,3.23159885263578,3.31573548672697,3.17555368836511,3.01366204404124,"Pxmp4"
"83","ENSMUSG00000000881",4.49520989659623,4.11978017732222,4.08467200526867,4.05062115075457,4.00298571296816,4.18627490054554,4.36484067031086,4.29296751054612,4.64240822860939,4.18670958120471,4.25453247855684,4.36688215524336,"Dlg3"
"84","ENSMUSG00000000884",-0.58753053441171,0.571738052619009,0.948637371895982,1.31147130932648,1.53686830594296,1.58261630611447,1.0713822348413,1.24904355415122,0.938334516000558,0.891526341549871,0.567208260206001,1.00886105777742,"Gnb1l"
"85","ENSMUSG00000000901",2.0063101176559,1.90366407415028,1.48246102362534,1.42358167564802,1.23325208933254,1.6074909747535,-1.91212964237013,-2.96818716206945,-0.904939980311989,-1.91582858050773,-1.93529208032318,-0.576101442943737,"Mmp11"
"86","ENSMUSG00000000902",5.67508636453424,5.18927065522562,5.53807890459385,5.52210575978676,5.57646782121786,5.65971065788376,5.92821914185111,6.09628616668397,5.9969916782824,6.09139896334094,6.19913423989774,6.04741429854681,"Smarcb1"
"87","ENSMUSG00000000915",-5.34241803657518,1.95071264695471,-0.259470823434219,0.515004703411617,0.588583342487112,0.291715106847735,0.120291835322243,0.592527792405029,0.499450274767347,0.321210616793117,-0.46136089199077,0.888566824059707,"Hip1r"
"88","ENSMUSG00000000916",2.99297231811875,2.70302620545435,3.09686730223898,3.51816504430494,3.24296724416575,3.44102982861476,3.53232058472875,3.56475312630342,2.92048651466763,3.42147474026655,3.56366790250075,3.67788782328705,"Nsun5"
"89","ENSMUSG00000000934",2.18896342394113,2.42062647475363,2.13993602413086,1.282027531434,1.83971565926461,1.70291053983219,2.22089577626065,2.16109585487552,2.26498502113032,1.96331702461788,2.3623884683175,2.27988825436474,"Top1mt"
"90","ENSMUSG00000000957",5.68341363175685,5.69671494247625,5.12453133113254,5.43783684288916,5.40100925409214,5.22396127673315,6.72942952308533,6.86058403178773,6.49191660208194,6.70883634424716,6.31632182508278,6.69554832951347,"Mmp14"
"91","ENSMUSG00000000958",7.04155619603267,7.14549583201293,7.0509069086621,7.02335550978562,7.13297642705886,7.04176277897737,7.57808309557829,7.34854690890284,7.42360295899694,7.13207432462786,7.23769095202608,7.23408456475162,"Slc7a7"
"92","ENSMUSG00000000959",5.99576121332493,5.77068677323417,5.86910133119487,5.74753082392342,5.80242346950701,5.76848285142581,5.72712883566616,5.58716887656638,5.66312790159331,5.5068369331403,5.53050103856555,5.71151860116833,"Oxa1l"
"93","ENSMUSG00000000976",5.40661334546502,5.13937421097861,5.12453133113254,4.85078680737911,4.89929211929207,5.15392378277616,4.96940150324427,4.94470217416051,4.97482343727367,5.00983181912063,4.8990033845527,5.15181901161946,"Heatr6"
"94","ENSMUSG00000000982",2.88158363762293,3.53567514767587,2.78341498941896,2.96288545937748,2.61376190548311,2.56367474246101,3.24682424125117,3.552235086457,2.53897863895398,2.67769593371685,1.71496188064969,2.55482942688271,"Ccl3"
"95","ENSMUSG00000001016",4.65899015781763,4.84779772966833,4.74828145228997,4.84827777189299,4.81061286732035,4.62739053219121,5.32453690994843,5.22064891096108,5.0257973572509,5.07933286255589,5.04325950041278,5.07351401611967,"Ilf2"
"96","ENSMUSG00000001017",6.5610872738487,6.30430767190172,6.54209817831808,6.51536058756609,6.54703394551826,6.62853025183512,6.32236122707358,6.28305852772967,6.14650889658042,6.11838084516524,6.27253571325673,6.12821723481709,"Chtop"
"97","ENSMUSG00000001018",5.12620600634284,5.13088774509078,4.91734714401548,4.86822892878852,4.97702515503485,4.84172500873447,4.76926850976557,4.42241174348301,4.26734044212845,4.36692891709895,4.22793826854512,4.46479098770316,"Snapin"
"98","ENSMUSG00000001020",-2.53506311451757,1.06202966981887,-5.11745181856179,0.515004703411617,-1.47370093576723,0.0225284740323467,-3.78659876028628,3.10648952422505,-4.99240282156233,2.57143724632629,-3.52025458104434,2.50114155598872,"S100a4"
"99","ENSMUSG00000001025",-5.34241803657518,0.973673795398021,-2.31009689650419,0.704482502275329,-5.56116377701757,-2.4555188227723,-1.46467066539891,3.17340911631437,-1.82247782012002,2.85424532547041,-0.857289568321909,2.89378453333073,"S100a6"
"100","ENSMUSG00000001034",4.93254243556542,4.98596016872585,4.82065750765745,4.88301329428532,4.91962642407825,4.93065161567131,4.512609258101,4.3876043846842,4.17501532426941,4.582878186863,4.44745201574878,4.72986907804065,"Mapk7"
"101","ENSMUSG00000001036",5.441398722745,5.19090451161869,5.23238227289546,5.42778901324901,5.47844074093619,5.39265697832574,4.00130379910516,3.61977782681323,4.3182099600972,3.42147474026655,3.98489533789879,4.04916904643096,"Epn2"
"102","ENSMUSG00000001052",6.57458101250763,6.54176992178243,6.47173114847756,6.59985970269009,6.44410987954637,6.42930583148264,6.59890417977256,6.54869472875175,6.66357504092461,6.40931622706317,6.52277270255021,6.43423084034108,"Sec24b"
"103","ENSMUSG00000001054",4.22553803884029,4.14022011838536,3.84544418677547,3.53698307250711,4.0067922983979,3.86898321577889,3.55027967606706,3.76245279384734,3.28836794856827,3.33751242912222,3.54224134468943,3.8859508758527,"Rmnd5b"
"104","ENSMUSG00000001056",2.81240007247693,2.64699217054002,2.57603513893753,2.66510826394118,2.8524641520066,2.91205193767078,4.00564926938112,3.84174170365198,2.93240968204345,3.57602451582194,3.26547032504172,3.65348647979691,"Nhp2"
"105","ENSMUSG00000001062",6.08541856688334,5.63203562936051,5.63827033508049,5.72992024325446,5.91507612930628,5.84630395852537,5.56875233613854,5.60090893319269,5.48028801768045,5.95541663653412,5.72371274588599,6.00705656093067,"Vps9d1"
"106","ENSMUSG00000001065",5.55920312177093,5.22479487968831,5.33066448684767,5.54397702930603,5.51498375100494,5.54206392722201,5.10922894008838,5.41465298240579,5.04239614101494,5.40995870983526,5.39163669562255,5.56385912660172,"Zfp276"
"107","ENSMUSG00000001082",5.04882555285226,5.10165454502945,4.90907162395798,5.16290489034269,5.02848736949722,4.79647071599452,5.71788922010848,5.5577250986739,5.83016800938784,5.72905773786548,5.26438026451318,5.50711192530524,"Mfsd10"
"108","ENSMUSG00000001089",5.2264881179269,5.03226372720425,4.73273501908398,4.90490959211499,4.69975575664534,5.03518882288911,5.52098155564112,5.56708821455135,5.56122647235404,5.56337425904262,5.35523881454414,5.48481060664414,"Luzp1"
"109","ENSMUSG00000001098",3.34757993484427,3.94878261985631,3.4486022196093,3.6565292790524,3.51832100680925,3.3555117574287,4.17726064745132,4.45639906418165,4.2626257482564,4.38795216766937,4.01631643557454,4.41847828127201,"Kctd10"
"110","ENSMUSG00000001100",5.28237741928506,4.91655864987057,4.98976525702959,5.17496930942162,5.05813917839812,4.78561312916244,5.00456412826874,4.98251452801956,4.72355916869282,4.67982852100966,4.76668815589369,4.77014633113904,"Poldip2"
"111","ENSMUSG00000001105",2.76086977183684,2.34045612606964,2.31717640907493,2.18196057633008,2.74717525312184,2.08585440940118,2.76286505921349,2.5364332303341,2.33851405655229,2.58969945271902,2.24351107246558,2.6687856161798,"Ift20"
"112","ENSMUSG00000001123",6.80319573893821,7.01322781182888,6.62359375844805,6.69299241225391,6.86536307143416,6.54729619283476,7.3394603557844,7.28376857369966,7.20757618605357,7.05776629618433,6.78846365662541,7.19868561665744,"Lgals9"
"113","ENSMUSG00000001127",5.54860615357432,5.74422467792037,5.56466494638828,5.63703798127719,5.70971551831121,5.78356820317741,5.31930974828488,5.4007557523355,5.5419000608923,5.59987125777631,5.47880585849205,5.58013335490653,"Araf"
"114","ENSMUSG00000001128",-0.58753053441171,2.01114850081668,-1.4170121004207,0.831861808751557,-1.31323626357398,0.409551597141594,1.13623337919126,4.91323274602295,1.7757815032146,4.68832748544673,0.825520255797392,4.5198229770548,"Cfp"
"115","ENSMUSG00000001134",1.19674077453285,1.62298670752924,1.18632892961531,0.871939248126892,1.23325208933254,1.0409070033472,1.30284289293026,1.60421748532088,-1.53297120292503,1.20755383499755,1.43394172934254,1.39386865821558,"Uxt"
