"","GeneID","genesymbol","LPS Pzneg","LPS Pzpos","PBS Pzneg","PBS Pzpos"
"62","ENSMUSG00000000686","Abhd15",7.06513005280457,6.97043919833213,6.95106090129985,6.87996168104696
"63","ENSMUSG00000000693","Loxl3",3.30425284712905,3.52940223731468,3.77703352762873,3.76812776760868
"64","ENSMUSG00000000708","Kat2b",5.31466555617384,5.43059646957842,5.04598503311958,5.037378102041
"65","ENSMUSG00000000711","Rab5b",6.67273264515444,6.51928711115575,7.16215498273729,7.19659359188057
"66","ENSMUSG00000000732","Icosl",7.09575360708155,7.03415038477448,6.71123637384734,6.72056058978754
"67","ENSMUSG00000000738","Spg7",4.73822563515419,4.67195002382942,4.52500014509806,4.37044845772013
"68","ENSMUSG00000000740","Rpl13",6.84961852578981,7.23476925038105,6.53321654334589,6.58646355326992
"69","ENSMUSG00000000743","Chmp1a",5.31286006140577,5.32078976628298,5.4288901744153,5.42744334173793
"70","ENSMUSG00000000751","Rpa1",4.83065458544857,5.13294408086812,4.59738176256996,4.66019405584599
"71","ENSMUSG00000000753","Serpinf1",4.31848221035511,4.21219621933404,5.26065604423642,4.99980330047503
"72","ENSMUSG00000000759","Tubgcp3",5.61835142422723,5.5982295271983,5.58381092201362,5.70385659612985
"73","ENSMUSG00000000776","Polr3d",3.44399028672371,3.33666393469813,3.25327243275162,3.03208373310574
"74","ENSMUSG00000000787","Ddx3x",8.05555348302939,7.92046667656831,8.38314957920774,8.47877774913589
"75","ENSMUSG00000000804","Usp32",5.28928516346496,5.31453760682562,5.70739703105674,5.7985415743836
"76","ENSMUSG00000000811","Txnrd3",1.11046444310273,1.17290091776562,1.69464602926295,2.21309754231045
"77","ENSMUSG00000000823","Zfp512b",4.54222702283809,4.75329013757353,4.60296601998286,4.92927596698433
"78","ENSMUSG00000000826","Dnajc5",7.07983239269584,7.05801032714109,7.19742448276937,7.11789532222249
"79","ENSMUSG00000000827","Tpd52l2",5.17246660216811,5.11192082779038,5.16531033045288,5.07466686862209
"80","ENSMUSG00000000838","Fmr1",5.43381575196339,5.4023019620875,5.38534570931377,5.42173049479685
"81","ENSMUSG00000000861","Bcl11a",1.8399063791197,1.0190903343053,2.6560346086898,3.34424160964362
"82","ENSMUSG00000000876","Pxmp4",3.27340870851699,3.16486983137198,4.01766994408572,4.0704998825615
"83","ENSMUSG00000000881","Dlg3",4.42059379249236,4.28218641566473,4.19428920494435,4.11889207620744
"84","ENSMUSG00000000884","Gnb1l",0.858975003682619,1.04981031782617,0.632658381142409,1.15527522268666
"85","ENSMUSG00000000901","Mmp11",-1.58412056766844,-1.82003906184031,1.57400774353792,1.64491224151727
"86","ENSMUSG00000000902","Smarcb1",6.04144835334375,6.07836647619057,5.59654436344865,5.45702902429871
"87","ENSMUSG00000000915","Hip1r",0.0527937393662731,0.600768411085951,-1.6711018391741,0.919144152404687
"88","ENSMUSG00000000916","Nsun5",3.33882500063238,3.55470522995234,3.11093562150782,3.22074035945802
"89","ENSMUSG00000000934","Top1mt",2.28275642190283,2.13476704461938,2.05620503577887,1.80185484867327
"90","ENSMUSG00000000957","Mmp14",6.51255598341668,6.75498956851612,5.40298473899384,5.45283768736618
"91","ENSMUSG00000000958","Slc7a7",7.4131256688671,7.23823526609411,7.07514651058454,7.07020470692531
"92","ENSMUSG00000000959","Oxa1l",5.64025259194168,5.60184147029167,5.88909533800894,5.76223348286113
"93","ENSMUSG00000000976","Heatr6",4.94774277502354,5.03545100163353,5.14347893196321,5.04802826704462
"94","ENSMUSG00000000982","Ccl3",2.50025492028495,2.92825348235219,2.759586844175,3.02074511650479
"95","ENSMUSG00000001016","Ilf2",5.13119792253737,5.12449859654555,4.73929482580932,4.77448867791751
"96","ENSMUSG00000001017","Chtop",6.24713527897024,6.17655220257067,6.55007313256168,6.48273283710098
"97","ENSMUSG00000001018","Snapin",4.42151574014638,4.41804388276171,5.00685943513106,4.94694722753792
"98","ENSMUSG00000001020","S100a4",-4.09975205429765,2.72635610884669,-3.0420719562822,0.533187615754277
"99","ENSMUSG00000001025","S100a6",-1.38147935128028,2.97381299170517,-4.40455957003231,-0.259120841699649
"100","ENSMUSG00000001034","Mapk7",4.37835886603973,4.56678388319595,4.89094212243371,4.93320835956083
"101","ENSMUSG00000001036","Epn2",4.10146969903372,3.69680720450358,5.38407391219222,5.33711683439781
"102","ENSMUSG00000001052","Sec24b",6.5950839744158,6.46408059871867,6.49680734684385,6.52364515198505
"103","ENSMUSG00000001054","Rmnd5b",3.46029632310825,3.66197203294075,4.02592484133788,3.84872880222379
"104","ENSMUSG00000001056","Nhp2",3.40117642548877,3.69041756642361,2.74696645447369,2.74138412405066
"105","ENSMUSG00000001062","Vps9d1",5.59091769990166,5.85446071021916,5.8795883437567,5.73608661038011
"106","ENSMUSG00000001065","Zfp276",5.18108725890862,5.46282360628092,5.46828378654118,5.43694527873878
"107","ENSMUSG00000001082","Mfsd10",5.6041458313365,5.59796492061488,4.99546151543582,5.02034338378889
"108","ENSMUSG00000001089","Luzp1",5.4791489475131,5.53842436007937,4.88632629788541,4.99078738073612
"109","ENSMUSG00000001098","Kctd10",4.15206761042742,4.42094317104101,3.43816772042094,3.65360788544581
"110","ENSMUSG00000001100","Poldip2",4.83160381761842,4.81082979338942,5.11009395157092,4.95904702948488
"111","ENSMUSG00000001105","Ift20",2.44829672941046,2.59830609974431,2.60840714467787,2.20275703726697
"112","ENSMUSG00000001123","Lgals9",7.1118333994878,7.18007349551381,6.76405085627347,6.75117213897251
"113","ENSMUSG00000001127","Araf",5.44667188922308,5.52692012167278,5.60766220609127,5.72161028745832
"114","ENSMUSG00000001128","Cfp",1.24584504606775,4.70712773617483,-1.1059262994688,1.08418730223661
"115","ENSMUSG00000001134","Uxt",0.401271139782589,1.40187999284467,1.2054405978269,1.17861098633444
"116","ENSMUSG00000001138","Cnnm3",5.93343998995506,5.87642228020575,6.30702951355205,6.31940103194495
"117","ENSMUSG00000001143","Lman2l",6.64659403272835,6.59471545056202,6.32180609956714,6.32951966666734
"118","ENSMUSG00000001150","Mcm3ap",5.63311908591721,5.75385984248526,5.74358683877172,5.75916729605117
"119","ENSMUSG00000001151","Pcnt",6.27410831678316,6.49283092258955,5.90800582417558,6.01834735612774
"120","ENSMUSG00000001156","Mxd1",4.93431709392697,5.33992612688316,5.50667219353538,5.59200399683073
"121","ENSMUSG00000001157","Gmcl1",4.05318163417732,4.03212670067849,4.52783138771679,4.63198659269193
"122","ENSMUSG00000001158","Snrnp27",3.20093180082351,3.38912240838473,3.44647079240177,2.99483574921368
"123","ENSMUSG00000001173","Ocrl",4.53094252284131,4.71000978992237,4.13880909192693,4.15050890087176
"124","ENSMUSG00000001175","Calm1",7.91830152599003,8.23905799246454,7.12350700424412,7.23974278860709
"125","ENSMUSG00000001211","Agpat3",7.01269169971706,7.02292516302579,7.09067357080718,7.17886745952121
"126","ENSMUSG00000001227","Sema6b",6.04088920279644,5.92696551357169,2.67412097829289,2.93618923235551
"127","ENSMUSG00000001228","Uhrf1",4.2270689523021,4.98315554641411,0.218459343136827,1.63209580244535
"128","ENSMUSG00000001229","Dpp9",5.58586193561903,5.77948313801491,5.268377506415,5.46218869713411
"129","ENSMUSG00000001248","Gramd1a",6.87404437370646,7.11431047351494,6.74040372598794,6.69624092798532
"130","ENSMUSG00000001249","Hpn",3.02415264072966,3.37555748343164,2.27564167243598,2.24352437756056
"131","ENSMUSG00000001270","Ckb",7.63808597874151,7.73845079001798,7.9603889791813,7.84618331440319
"132","ENSMUSG00000001280","Sp1",7.80873754731879,7.62844433221722,8.08481824367376,8.21394969624919
"133","ENSMUSG00000001281","Itgb7",1.63319829971565,2.79598685391763,-0.866805146864528,1.51565361348803
"134","ENSMUSG00000001285","Myg1",3.83522296073117,3.89414438017069,3.65094306483366,3.71487289900901
"135","ENSMUSG00000001288","Rarg",0.944882875454903,2.37188613145128,1.03789532213445,1.73565757913508
"136","ENSMUSG00000001289","Pfdn5",4.35678550225279,4.45821038564215,5.16763864079911,4.99052486482743
"137","ENSMUSG00000001300","Efnb2",1.65950820700799,1.20520876565017,3.80484876332878,3.59362502739612
"138","ENSMUSG00000001305","Rrp15",3.55084781639962,3.35879379565023,2.60962903586031,2.77314573698213
"139","ENSMUSG00000001323","Srr",2.96389919751804,2.61456403223016,3.09715203402117,3.14269388567438
"140","ENSMUSG00000001348","Acp5",-0.636481865241586,3.27901864210539,-3.87623873645859,-1.07201130491675
"141","ENSMUSG00000001366","Fbxo9",3.01795583473091,3.22152364217065,3.46524917262658,3.41794305768366
"142","ENSMUSG00000001376","Vps50",5.59476168932953,5.49016660969659,5.40392043269425,5.35776005236617
"143","ENSMUSG00000001380","Hars",4.28458672530137,4.31848361682813,3.75645003677294,3.77579299351876
"144","ENSMUSG00000001383","Zmat2",4.93788581093442,4.87600149191258,4.68894605418162,4.67474239420075
"145","ENSMUSG00000001415","Smg5",5.87580141002767,6.02812854814879,5.52937692176456,5.47143257608896
"146","ENSMUSG00000001416","Cct3",6.71536992021452,6.70923411698354,6.06422705402228,6.07609390760282
"147","ENSMUSG00000001418","Glmp",7.27420670064615,7.12602504168555,7.16768583778914,7.18170703193234
"148","ENSMUSG00000001419","Mef2d",6.93771293345012,6.86940034473393,7.68743474865467,7.71536883093608
"149","ENSMUSG00000001424","Snd1",7.98869575911053,8.09013588965478,7.18273676912882,7.18637834843259
"150","ENSMUSG00000001436","Slc19a1",4.9295224561872,4.78192195929833,4.36491888438406,4.43950489660039
"151","ENSMUSG00000001440","Kpnb1",8.74013924718004,8.68494678370726,8.59190282100737,8.58297715449516
"152","ENSMUSG00000001441","Npepps",5.83811631179001,5.82069508970829,5.98238542906585,6.03995609348481
"153","ENSMUSG00000001445","Mrpl10",4.10357829756008,4.25524783305629,4.43231443475628,4.52990864465352
"154","ENSMUSG00000001467","Cyp51",3.8875327485495,3.95873613281203,3.6924900043086,3.61001199467238
"155","ENSMUSG00000001472","Tcf25",6.72482323349782,7.11119222506114,6.76253723923825,6.81962590942488
"156","ENSMUSG00000001473","Tubb6",3.16424211761817,4.02847393740937,2.35569449501653,2.37532698243376
"157","ENSMUSG00000001482","Def8",3.53828902045313,3.83566648126122,3.83156434129874,3.51870967365332
"158","ENSMUSG00000001517","Foxm1",1.24296564054694,2.36487367519925,1.40262437025715,1.79400487207774
"159","ENSMUSG00000001518","Itfg2",4.09453291897279,3.75210486452434,3.7475523040126,3.85155236514969
"160","ENSMUSG00000001521","Tulp3",3.16031193806591,3.22665228576176,3.3133418561395,3.17531062866519
"161","ENSMUSG00000001524","Gtf2h4",2.78189159314638,2.64074436556662,2.63039579057354,2.47080966663588
"162","ENSMUSG00000001525","Tubb5",9.3391604525863,9.34987781023066,8.60622372163515,8.60213584983871
"163","ENSMUSG00000001542","Ell2",5.34840998893784,5.25691614519779,4.22295216056881,4.37596414986037
"164","ENSMUSG00000001552","Jup",5.02802073048741,4.78610962387836,6.58939152349442,6.67466105946265
"165","ENSMUSG00000001569","Nom1",5.11517173340031,5.10771852577213,4.75890728544808,4.64380268976353
"166","ENSMUSG00000001576","Ergic1",6.90634513591785,6.85227048631554,6.68464212972366,6.61599819252395
"167","ENSMUSG00000001627","Ifrd1",4.46608391241563,4.38038692924637,4.15576297033235,4.01203022131662
"168","ENSMUSG00000001630","Stk38l",4.12754416273777,3.88369835425196,4.11298904955645,4.15503973206425
"169","ENSMUSG00000001632","Brpf1",6.69189063970605,6.81307917066119,6.40253056015014,6.35415750427898
"170","ENSMUSG00000001642","Akr1b3",5.239634613098,5.47253027104108,5.14588559529415,5.1387194482646
"171","ENSMUSG00000001665","Gstt3",0.114240097887853,0.841662114988875,0.907921359905469,1.41347343594909
"172","ENSMUSG00000001666","Ddt",1.54033842292482,1.87865438547886,1.13158381798721,1.69432932470727
"173","ENSMUSG00000001674","Ddx18",4.95072790652904,4.94586339936764,4.93866572172835,4.87525111353427
"174","ENSMUSG00000001687","Ubl3",7.44030786498759,7.40852424356451,8.21991748968394,8.13518975841102
"175","ENSMUSG00000001700","Gramd3",1.03236653845634,0.992742650149228,0.692978549227144,1.89219587271146
"176","ENSMUSG00000001707","Eef1e1",4.17401114487531,3.9480325388023,3.36280916066045,3.18269585416464
"177","ENSMUSG00000001729","Akt1",6.9215309215924,7.08392353030719,7.13717834205557,7.15274680490666
"178","ENSMUSG00000001741","Il16",7.51582400592446,7.32685949024072,8.30550281884335,8.30935695077905
"179","ENSMUSG00000001750","Tcirg1",7.72302613237092,8.11400476130182,7.65918844518284,7.70955011691222
"180","ENSMUSG00000001751","Naglu",7.28815645360033,7.23875558846302,7.09315078377626,7.07532975956055
"181","ENSMUSG00000001755","Coasy",4.51390866840052,4.50703849780932,4.67708888295959,4.51373649458691
"182","ENSMUSG00000001761","Smo",5.79945115803158,5.82296062029297,6.35207115751581,6.2561982888938
"183","ENSMUSG00000001763","Tspan33",4.13255622042735,4.03823613200777,4.52994242978952,4.34250909356122
"184","ENSMUSG00000001767","Crnkl1",4.66844253448805,4.51996213299919,4.82331895636573,4.79741906210151
"185","ENSMUSG00000001768","Rin2",7.55396281006137,7.38875446921709,8.49536459580403,8.49393028851794
"186","ENSMUSG00000001774","Chordc1",6.33130582455226,6.20007603456659,5.60122771218556,5.57038140331886
"187","ENSMUSG00000001783","Rtcb",6.85602481485702,6.78996064782403,5.62018561053972,5.94787324346564
"188","ENSMUSG00000001785","Pwp1",4.3673452591281,4.36376006625828,4.04470441376597,4.05219390653329
"189","ENSMUSG00000001786","Fbxo7",4.91387496420453,4.84904594649217,4.8689749030505,4.99561199103148
"190","ENSMUSG00000001794","Capns1",6.28078143356908,6.4942804023558,5.86257919077207,5.914029259416
"191","ENSMUSG00000001829","Clpb",4.85045971667886,4.72903202455115,4.47644656425093,4.59632590302796
"192","ENSMUSG00000001833","Sept7",6.7671761465926,6.68526354774598,6.81690476381513,6.76785084876896
"193","ENSMUSG00000001844","Zdhhc4",3.46598391479776,3.34352849420161,3.02248746469402,3.06567062879634
"194","ENSMUSG00000001847","Rac1",8.57291119050743,8.46152024336024,8.94646845968723,8.95149761853479
"195","ENSMUSG00000001855","Nup214",7.17638830021613,7.12403583890378,6.93448971428369,7.1261473900597
"196","ENSMUSG00000001891","Ugp2",5.27048953319648,5.48423861022111,5.1853913050426,5.3036101815264
"197","ENSMUSG00000001909","Trmt1",4.82452791100157,5.08785105898485,4.15666470168438,4.25958617586675
"198","ENSMUSG00000001910","Nacc1",6.65862370912591,6.71902953465713,6.5413842202225,6.56810806053736
"199","ENSMUSG00000001911","Nfix",6.5354981175283,6.46568370785567,6.81201050123465,6.76776196615618
"200","ENSMUSG00000001918","Slc1a5",3.80771046995915,4.06853032053015,0.942642833419872,2.06345476431402
"201","ENSMUSG00000001924","Uba1",7.57643928327054,7.62346570978302,7.37280798950488,7.39889187156366
"202","ENSMUSG00000001930","Vwf",-1.93048717423142,-2.55700465600651,0.730963902326129,0.968694636397169
"203","ENSMUSG00000001942","Siae",5.90811187580323,5.63187176419852,5.71368974570107,5.76445559395265
"204","ENSMUSG00000001962","Fam50a",3.76417714053663,3.78273433360231,3.70215082744767,3.58495438924792
"205","ENSMUSG00000001964","Emd",4.15458575180127,4.27189782024524,4.61238396491551,4.44619990955403
"206","ENSMUSG00000001983","Taco1",3.28106915641211,3.22727835367374,3.3485420194185,3.03058780654107
"207","ENSMUSG00000001995","Sipa1l2",8.40458547026797,8.44940271892195,9.00565340664584,8.97680405632013
"208","ENSMUSG00000001998","Ap4e1",4.65811261421365,4.72308751998656,4.77114502502871,4.85053707020536
"209","ENSMUSG00000001999","Blvra",3.49524306554039,3.50978846094687,3.32475452111702,3.08808309482271
"210","ENSMUSG00000002007","Srpk3",1.22452884822739,1.71122149085978,3.29306514707914,3.35115667507609
"211","ENSMUSG00000002010","Idh3g",5.18695634201606,5.31194702780337,5.5838541250935,5.53635307281428
"212","ENSMUSG00000002014","Ssr4",6.68296044501332,6.66211744760227,5.90071038467557,5.61963962187848
"213","ENSMUSG00000002015","Bcap31",6.46154053199758,6.39079374089193,6.28434927457902,6.20579582514198
"214","ENSMUSG00000002017","Fam98a",4.66016184027244,4.54093381406706,4.21654097698803,4.11036580109284
"215","ENSMUSG00000002028","Kmt2a",7.55686192481151,7.63214311519244,7.53599386762131,7.49606609875927
"216","ENSMUSG00000002031","Ift46",3.02351905579139,3.22213672187737,3.7575031967958,3.66817852546701
"217","ENSMUSG00000002043","Trappc6a",1.65950820700799,1.83152450407926,0.831235795326132,1.54151364883634
"218","ENSMUSG00000002052","Supt6",6.09093276984965,6.22576461433146,6.00730647222767,6.05794301143712
"219","ENSMUSG00000002058","Unc119",-3.69228791385216,1.5008574309061,-3.87623873645859,-0.219337049681966
"220","ENSMUSG00000002059","Rab34",2.29019386537316,2.0347418648941,2.86589558105375,2.59180670627565
"221","ENSMUSG00000002064","Sdf2",4.20455177803688,4.11930662568112,4.13168654698587,3.84346040233313
"222","ENSMUSG00000002068","Ccne1",0.486596071313654,1.37068957200111,-2.42990486704316,-2.58216277228347
"223","ENSMUSG00000002083","Bbc3",2.44303721594282,2.3075563108381,3.45914821567723,3.43943448388485
"224","ENSMUSG00000002102","Psmc3",5.59875964665137,5.73479842753875,5.54343790586672,5.47879719371661
"225","ENSMUSG00000002103","Acp2",8.75415555889557,8.60610072057422,8.46562374853323,8.40345003532961
"226","ENSMUSG00000002104","Rapsn",-1.5037845345005,-0.0878816764890159,1.96557616535378,1.47871001337735
"227","ENSMUSG00000002105","Slc39a13",4.60519540429901,4.59535167505404,4.90412766437367,4.83997941864247
"228","ENSMUSG00000002107","Celf2",8.76859740224431,8.61665007555336,8.82349592603454,8.86313175318822
"229","ENSMUSG00000002108","Nr1h3",0.191673607324722,3.3649280119449,-0.763839699325408,-0.787019093218967
"230","ENSMUSG00000002109","Ddb2",2.45960689079353,2.63663092255945,2.34239421620486,2.21357316916564
"231","ENSMUSG00000002111","Spi1",7.2157166124277,7.3962449525073,7.53048341094371,7.44023676224054
"232","ENSMUSG00000002129","Sf3a1",6.82814817529104,6.72234129133728,6.35484620316167,6.43945638104899
"233","ENSMUSG00000002147","Stat6",7.27125406057653,7.33063890288556,7.55995027174912,7.60622516945609
"234","ENSMUSG00000002190","Clgn",2.96311860731138,2.96473957048242,3.98936346734394,3.6526290523464
"235","ENSMUSG00000002204","Napsa",-3.08012082461312,3.73233291324828,-1.74792610565421,1.92638707165641
"236","ENSMUSG00000002205","Vrk3",5.25081142241437,5.26723967398094,5.19554204880514,5.01158291649239
"237","ENSMUSG00000002210","Smg9",5.25686013630322,5.2709402132281,5.35998947844468,5.18112378515653
"238","ENSMUSG00000002221","Paxip1",5.2533566897796,5.190652516402,4.84815864624025,4.89675761518514
"239","ENSMUSG00000002222","Rmnd5a",5.90805907171387,5.95413279850854,6.41823602590527,6.49362263289238
"240","ENSMUSG00000002227","Mov10",5.54854545935741,5.7678725904991,5.16036860479808,5.17345382840548
"241","ENSMUSG00000002233","Rhoc",2.78391357264122,2.65108214893898,3.00683564141627,2.96106065757798
"242","ENSMUSG00000002249","Tead3",2.46983649331951,2.64667958004238,3.07890441887954,2.92515981460938
"243","ENSMUSG00000002250","Ppard",6.04684301583952,6.18538459680997,6.04499383322169,6.14704147831605
"244","ENSMUSG00000002257","Def6",3.38555588018817,3.54844303064042,3.60814569892783,3.81661284687842
"245","ENSMUSG00000002274","Metrn",2.80077020517102,3.18456407894622,2.42225682089657,2.44593550980565
"246","ENSMUSG00000002279","Lmf1",6.05220349587725,5.98201799593212,5.88365505179938,5.8494983943622
"247","ENSMUSG00000002280","Narfl",4.84120260634142,4.93193704481286,4.94749963941142,4.78263514483978
"248","ENSMUSG00000002297","Dbf4",2.94002979057388,3.09991112624705,3.04144315426926,3.04935855012705
"249","ENSMUSG00000002307","Daxx",4.43602039884536,4.77951055086239,4.14162791500725,4.23778666797313
"250","ENSMUSG00000002308","Cd320",2.99489577640403,2.67280831377617,2.33255417501131,1.8662112157525
"251","ENSMUSG00000002319","Ipo4",5.57635477226354,5.61695489412011,4.57909435649955,4.35240814245872
"252","ENSMUSG00000002320","Tm9sf1",6.61114805641648,6.58310410179235,6.26771727056578,6.11725280874219
"253","ENSMUSG00000002325","Irf9",6.97152679821679,6.78923015673416,6.17029280768266,6.25963531631886
"254","ENSMUSG00000002326","Gmpr2",5.14233998526575,5.00937790673691,5.33225653251933,5.20884576847441
"255","ENSMUSG00000002329","Mdp1",3.51393922668244,3.59975707450226,3.91012029162719,4.13045701627276
"256","ENSMUSG00000002332","Dhrs1",4.15665029487999,4.32184637875272,4.03509777430528,4.04592817783874
"257","ENSMUSG00000002341","Ncan",1.196355645428,-0.433711311453511,0.590867142075414,0.392215119267467
"258","ENSMUSG00000002342","Tmem161a",4.32491887656894,4.18125251171745,4.1469012153485,4.11806439078261
"259","ENSMUSG00000002343","Armc6",2.97926127397923,2.69373131693077,2.09993598295479,2.01206167079127
"260","ENSMUSG00000002345","Borcs8",2.44369659146786,2.44591457008438,2.58404709978061,2.39716681646145
"261","ENSMUSG00000002346","Slc25a42",2.38644422742022,2.69991921780131,2.43112064753362,2.18930744013025
"262","ENSMUSG00000002365","Snx9",5.03204924630855,4.93284899073902,5.33062657879798,5.45578167862032
